date,ticker,exp_up_q50,confidence,ret_1d_net,ret_3d_net,ret_5d_net
2024-09-09,POLICYBZR.NS,3.07,LOW,-0.073,3.809,2.916
2024-09-11,CCCL.NS,14.5,MEDIUM,4.664,15.376,39.609
2024-09-17,MSPL.NS,10.31,MEDIUM,4.695,7.222,18.215
2024-09-17,NORBTEAEXP.NS,10.19,MEDIUM,4.675,7.685,3.379
2024-09-17,RADAAN.NS,9.73,MEDIUM,4.533,14.942,26.466
2024-09-17,KEEPLEARN.NS,8.31,MEDIUM,1.569,5.619,9.669
2024-09-17,MICEL.NS,7.44,MEDIUM,4.694,-5.553,3.128
2024-09-19,SPORTKING.NS,8.91,MEDIUM,0.793,-5.545,4.114
2024-09-23,IRIS.NS,5.32,MEDIUM,1.697,5.814,10.096
2024-09-23,MAXESTATES.NS,5.12,LOW,-0.791,3.809,4.368
2024-09-23,SUPRIYA.NS,3.98,LOW,-3.072,-6.641,-10.615
2024-09-25,CCCL.NS,10.75,MEDIUM,4.678,0.469,-3.558
2024-10-01,ASIANHOTNR.NS,10.18,MEDIUM,4.697,4.431,-2.912
2024-10-01,SURANASOL.NS,9.48,MEDIUM,4.694,-5.551,-5.792
2024-10-01,ABCOTS.NS,9.22,MEDIUM,3.614,9.813,4.313
2024-10-01,EUROTEXIND.NS,8.81,MEDIUM,4.662,14.703,3.436
2024-10-01,INFOMEDIA.NS,6.84,MEDIUM,-1.398,-6.447,-6.447
2024-10-04,GMRP&UI.NS,4.55,LOW,-5.306,-6.859,-8.425
2024-10-04,ALIVUS.NS,4.15,LOW,-2.032,4.046,1.992
2024-10-04,SENCO.NS,4.02,LOW,-1.705,0.976,-0.64
2024-10-04,BLAL.NS,3.75,LOW,-2.999,2.308,2.943
2024-10-04,KAYNES.NS,3.4,LOW,-3.82,6.496,10.432
2024-10-08,IRIS.NS,5.21,MEDIUM,-0.623,2.071,-1.809
2024-10-14,TRU.NS,6.0,MEDIUM,1.302,8.492,11.902
2024-10-16,HIRECT.NS,8.85,MEDIUM,9.696,13.379,2.332
2024-10-16,WEALTH.NS,8.13,MEDIUM,1.934,-6.575,-3.064
2024-10-16,DIACABS.NS,7.71,MEDIUM,3.893,1.494,-2.409
2024-10-16,CREATIVEYE.NS,7.62,MEDIUM,4.7,15.432,27.139
2024-10-16,BIRLAMONEY.NS,7.48,MEDIUM,1.699,5.809,1.605
2024-10-24,ATAM.NS,8.34,LOW,-3.574,-4.79,-1.166
2024-10-24,GATECHDVR.NS,8.15,LOW,1.999,5.447,12.344
2024-10-24,LAL.NS,7.59,LOW,4.642,-1.718,1.763
2024-10-24,RAMRAT.NS,7.22,LOW,-6.709,-3.027,3.391
2024-10-24,TREL.NS,6.26,LOW,3.497,9.048,4.335
2024-10-28,USK.NS,3.74,LOW,4.683,8.637,15.899
2024-10-30,ABMINTLLTD.NS,12.66,MEDIUM,-5.302,-14.575,-22.937
2024-10-30,WEBELSOLAR.NS,9.87,MEDIUM,4.7,15.456,13.005
2024-10-30,DCXINDIA.NS,8.66,MEDIUM,4.648,0.159,1.789
2024-10-30,JYOTISTRUC.NS,8.2,LOW,-0.574,9.527,4.806
2024-10-30,E2E.NS,7.98,MEDIUM,4.7,15.46,27.324
2024-11-01,AKSHAR.NS,9.25,MEDIUM,3.596,8.791,-0.3
2024-11-01,KAMOPAINTS.NS,5.49,MEDIUM,2.111,-4.407,-8.246
2024-11-01,SPORTKING.NS,4.84,LOW,-2.069,4.094,-0.454
2024-11-01,HARIOMPIPE.NS,4.61,LOW,-2.073,2.058,8.462
2024-11-01,KAYNES.NS,4.59,LOW,-2.083,6.242,0.28
2024-11-05,SBGLP.NS,3.49,LOW,5.236,6.061,3.376
2024-11-05,YATRA.NS,3.16,LOW,2.484,1.759,3.999
2024-11-13,LANDSMILL.NS,10.37,MEDIUM,4.388,14.544,25.481
2024-11-13,TERASOFT.NS,10.36,MEDIUM,4.695,15.453,27.306
2024-11-13,GAYAHWS.NS,9.7,MEDIUM,2.749,2.749,2.749
2024-11-13,SUPERSPIN.NS,8.5,LOW,1.695,-0.619,-4.61
2024-11-13,AMBICAAGAR.NS,8.14,LOW,-4.038,-1.71,-5.152
2024-11-18,SPORTKING.NS,5.78,LOW,0.949,2.68,3.841
2024-11-18,SURAJEST.NS,5.19,LOW,3.885,5.01,12.614
2024-11-18,PASUPTAC.NS,5.05,LOW,0.433,-2.146,1.799
2024-11-21,MAPMYINDIA.NS,6.33,MEDIUM,0.298,9.164,9.788
2024-11-21,DHARMAJ.NS,5.79,LOW,4.889,2.817,3.074
2024-11-21,YATRA.NS,5.35,LOW,0.082,-1.321,-1.111
2024-11-21,GHCLTEXTIL.NS,5.3,LOW,0.764,5.337,6.764
2024-11-21,INTLCONV.NS,5.28,LOW,0.075,2.438,5.425
2024-11-25,RELIABLE.NS,5.96,LOW,2.116,4.938,2.037
2024-11-25,PRUDMOULI.NS,5.1,LOW,4.691,15.44,21.215
2024-11-25,ASIANENE.NS,4.88,LOW,-1.191,4.373,6.342
2024-11-25,RITCO.NS,4.5,LOW,-1.402,-2.742,2.818
2024-11-25,BLUEJET.NS,4.18,LOW,-0.764,-1.275,0.95
2024-11-29,63MOONS.NS,9.75,LOW,3.199,9.812,19.261
2024-11-29,HEXATRADEX.NS,9.1,LOW,4.686,3.971,-0.715
2024-11-29,MANAKCOAT.NS,9.09,LOW,4.696,15.442,27.292
2024-11-29,PANACEABIO.NS,9.03,LOW,4.694,0.825,-1.189
2024-11-29,SOLARA.NS,8.63,LOW,-0.077,-4.633,-7.772
2024-12-05,IRIS.NS,1.78,LOW,1.691,5.797,5.752
2024-12-09,TPHQ.NS,9.36,MEDIUM,9.251,19.925,31.722
2024-12-09,FLAIR.NS,6.4,LOW,3.375,1.043,-2.029
2024-12-11,AVONMORE.NS,6.74,LOW,-4.038,5.368,6.169
2024-12-11,TRU.NS,5.73,MEDIUM,-1.209,1.639,12.064
2024-12-13,THOMASCOTT.NS,9.32,MEDIUM,4.697,15.458,26.993
2024-12-13,RVHL.NS,9.07,MEDIUM,1.467,-3.37,0.809
2024-12-13,AURIGROW.NS,8.32,MEDIUM,3.937,14.107,2.242
2024-12-13,TARAPUR.NS,8.29,MEDIUM,1.679,1.615,-2.43
2024-12-13,ICDSLTD.NS,7.96,MEDIUM,4.7,4.428,-5.798
2024-12-17,HYBRIDFIN.NS,6.87,LOW,4.697,4.354,14.827
2024-12-17,AKSHAR.NS,6.13,MEDIUM,-4.05,-6.55,-5.3
2024-12-17,LEMERITE.NS,4.5,LOW,-1.12,-0.974,0.01
2024-12-17,KAMOPAINTS.NS,4.45,LOW,4.674,3.7,-2.608
2024-12-30,FLEXITUFF.NS,8.76,LOW,4.693,7.724,3.43
2024-12-30,GVPTECH.NS,8.76,LOW,4.676,15.298,9.269
2024-12-30,TARACHAND.NS,8.35,LOW,-4.116,-3.098,-8.313
2024-12-30,ASIANHOTNR.NS,8.29,MEDIUM,4.699,7.369,-3.114
2024-12-30,BPL.NS,8.07,LOW,-2.206,3.733,-2.8
2025-01-07,ATLASCYCLE.NS,13.47,MEDIUM,4.698,20.962,39.752
2025-01-13,NECCLTD.NS,11.26,MEDIUM,4.341,4.409,7.932
2025-01-13,JAGSNPHARM.NS,11.09,MEDIUM,6.763,10.593,14.746
2025-01-13,SADBHIN.NS,10.8,MEDIUM,0.793,12.268,13.908
2025-01-13,MADHAV.NS,10.78,MEDIUM,2.102,10.861,12.136
2025-01-13,SAKHTISUG.NS,10.7,MEDIUM,6.501,13.492,16.873
2025-01-15,SURAJEST.NS,5.65,LOW,0.181,-0.464,-5.073
2025-01-15,GMRP&UI.NS,4.31,LOW,4.697,7.992,7.695
2025-01-15,GSLSU.NS,3.52,LOW,6.001,17.696,7.484
2025-01-15,AKSHAR.NS,3.42,LOW,-1.67,-1.67,-5.779
2025-01-21,ATLASCYCLE.NS,10.8,MEDIUM,1.697,1.655,-2.393
2025-01-27,BSL.NS,9.97,LOW,0.371,2.877,3.796
2025-01-27,SHANTI.NS,9.89,LOW,-9.251,-1.978,-7.013
2025-01-27,DANGEE.NS,9.84,LOW,-2.267,-1.939,11.011
2025-01-27,MOKSH.NS,9.78,LOW,1.88,7.164,-7.367
2025-01-27,SINDHUTRAD.NS,8.93,MEDIUM,-1.801,1.952,17.887
2025-01-29,REDTAPE.NS,8.02,LOW,-0.7,7.189,14.316
2025-01-29,SURAJEST.NS,6.94,LOW,1.792,1.88,7.297
2025-01-29,GSLSU.NS,5.5,LOW,0.003,4.586,1.155
2025-01-29,SENCO.NS,5.3,LOW,0.466,10.472,18.969
2025-01-29,NUVAMA.NS,4.4,LOW,-3.294,-1.466,2.979
2025-01-31,KPIGREEN.NS,6.78,LOW,4.696,11.393,22.828
2025-02-07,NORBTEAEXP.NS,4.59,MEDIUM,4.691,15.407,27.239
2025-02-17,ORTINGLOBE.NS,7.99,LOW,-11.968,-5.559,-2.765
2025-02-17,NRL.NS,7.93,LOW,-7.087,-3.583,-6.24
2025-02-17,ASIANENE.NS,7.87,LOW,-5.878,-0.174,15.234
2025-02-17,NETWEB.NS,7.52,LOW,-2.464,17.788,12.106
2025-02-17,ATAM.NS,7.17,LOW,-6.285,2.347,0.738
2025-02-19,TECILCHEM.NS,7.56,LOW,-1.252,1.356,-0.341
2025-02-19,WINDLAS.NS,7.27,MEDIUM,17.846,20.104,17.165
2025-02-19,RBZJEWEL.NS,5.98,LOW,-1.058,-4.985,-11.417
2025-02-19,DIAMINESQ.NS,5.98,LOW,5.79,14.655,1.088
2025-02-19,HPAL.NS,5.48,LOW,3.673,0.732,-6.434
2025-02-21,NORBTEAEXP.NS,11.75,MEDIUM,1.69,5.786,10.046
2025-02-21,PASHUPATI.NS,5.45,LOW,-4.658,-4.498,-4.435
2025-02-21,SVLL.NS,3.33,LOW,-4.534,-8.007,-10.002
2025-02-21,BOHRAIND.NS,1.46,LOW,4.692,4.692,9.012
2025-02-28,DYCL.NS,9.7,LOW,-3.009,8.927,12.19
2025-02-28,FIBERWEB.NS,8.17,LOW,-4.058,3.286,5.03
2025-02-28,BALUFORGE.NS,8.08,LOW,-7.354,-0.101,3.767
2025-02-28,SUPRIYA.NS,8.0,LOW,-1.581,3.45,7.5
2025-02-28,SYRMA.NS,7.87,LOW,0.812,3.566,8.326
2025-03-04,ARTEMISMED.NS,9.92,MEDIUM,6.167,8.754,9.67
2025-03-04,NRL.NS,9.9,MEDIUM,-3.017,6.94,-9.688
2025-03-04,SPECTRUM.NS,9.86,LOW,0.187,-2.288,-4.766
2025-03-04,JAIPURKURT.NS,9.84,LOW,9.172,8.381,14.924
2025-03-04,ORIENTCER.NS,9.66,MEDIUM,1.199,6.896,0.12
2025-03-06,RBZJEWEL.NS,8.8,LOW,-0.803,-6.896,-7.635
2025-03-06,PYRAMID.NS,7.11,LOW,1.258,-5.448,-8.298
2025-03-06,MANOMAY.NS,6.6,LOW,6.299,7.294,13.224
2025-03-06,SIGNATURE.NS,6.38,LOW,4.345,4.828,6.261
2025-03-06,KRISHNADEF.NS,6.28,LOW,9.699,-0.955,-4.468
2025-03-10,BOHRAIND.NS,6.55,MEDIUM,1.683,5.774,10.019
2025-03-17,SBGLP.NS,9.88,MEDIUM,-0.3,15.382,20.011
2025-03-17,DYCL.NS,8.31,LOW,-0.3,-1.822,4.794
2025-03-17,PAKKA.NS,7.2,LOW,-0.3,9.89,6.432
2025-03-17,BALUFORGE.NS,7.04,LOW,-0.3,14.978,49.941
2025-03-17,MANYAVAR.NS,5.41,LOW,-0.3,5.957,4.745
2025-03-19,INNOVANA.NS,8.14,LOW,-1.013,2.456,-6.508
2025-03-21,EXXARO.NS,7.79,LOW,-0.943,-8.982,-6.892
2025-03-21,PTCIL.NS,7.74,LOW,4.7,12.215,12.815
2025-03-25,BOHRAIND.NS,6.08,MEDIUM,-2.311,-6.205,-9.946
2025-03-25,AQYLON.NS,5.59,MEDIUM,1.696,5.809,1.617
2025-03-25,ELECTHERM.NS,2.98,LOW,1.697,5.81,10.087
2025-03-27,NDLVENTURE.NS,7.55,MEDIUM,-1.958,13.283,18.653
2025-03-27,TPHQ.NS,6.45,LOW,-4.61,4.01,4.01
2025-03-27,SOLEX.NS,5.58,LOW,-5.254,4.481,15.21
2025-03-27,RADHIKAJWE.NS,4.96,LOW,-2.712,6.749,6.626
2025-03-27,RATEGAIN.NS,4.77,LOW,1.519,2.949,1.816
2025-04-01,TRU.NS,8.44,MEDIUM,4.653,14.693,6.661
2025-04-01,PRITIKAUTO.NS,5.62,LOW,2.51,-0.544,-3.965
2025-04-01,SBGLP.NS,5.55,LOW,1.673,5.76,5.675
2025-04-01,PAKKA.NS,5.06,LOW,1.606,-2.229,0.421
2025-04-01,MUFIN.NS,4.68,LOW,-0.557,-1.029,0.286
2025-04-03,KOTYARK.NS,6.79,MEDIUM,4.692,1.16,-2.859
2025-04-03,CURAA.NS,6.67,LOW,4.673,15.167,39.394
2025-04-07,VENUSPIPES.NS,10.59,LOW,4.186,4.295,15.14
2025-04-07,INOXGREEN.NS,10.54,MEDIUM,0.477,9.99,26.433
2025-04-07,LLOYDSME.NS,9.83,MEDIUM,6.554,6.769,14.526
2025-04-07,FINOPB.NS,9.8,MEDIUM,1.819,-2.588,18.482
2025-04-07,SINCLAIR.NS,9.53,LOW,0.258,1.171,13.264
2025-04-09,NACLIND.NS,14.81,MEDIUM,4.696,15.449,27.303
2025-04-09,JINDRILL.NS,12.27,MEDIUM,1.523,15.301,19.745
2025-04-09,KAMATHOTEL.NS,11.97,MEDIUM,7.335,14.46,18.181
2025-04-09,GOLDIAM.NS,11.66,MEDIUM,19.685,37.872,44.038
2025-04-09,THEMISMED.NS,11.56,MEDIUM,6.093,12.494,15.868
2025-04-15,SOLEX.NS,6.23,LOW,1.694,5.812,10.079
2025-04-17,SBGLP.NS,6.21,MEDIUM,1.68,5.689,9.746
2025-04-17,PRITIKAUTO.NS,5.06,LOW,-1.304,-0.005,-3.665
2025-04-17,MALLCOM.NS,4.55,LOW,0.779,3.24,-5.757
2025-04-17,STEELCAS.NS,4.5,LOW,-3.168,0.184,-0.124
2025-04-17,SUPRIYA.NS,4.48,LOW,-0.521,-3.868,-7.926
2025-04-22,CURAA.NS,11.23,MEDIUM,4.697,8.931,13.328
2025-04-22,KOTYARK.NS,5.0,LOW,1.692,1.651,-2.372
2025-04-22,TRACXN.NS,4.28,LOW,-1.194,-0.464,1.214
2025-04-22,PRUDMOULI.NS,4.26,LOW,1.681,5.508,-2.416
2025-04-22,NGLFINE.NS,4.01,LOW,4.698,2.437,1.037
2025-04-28,TVVISION.NS,6.23,MEDIUM,1.584,5.642,9.7
2025-04-28,ELECTHERM.NS,5.82,MEDIUM,1.697,1.663,-2.366
2025-04-28,SWELECTES.NS,5.42,LOW,-4.636,-8.637,-11.156
2025-04-28,DOLPHIN.NS,4.06,MEDIUM,1.699,5.813,10.017
2025-04-28,TFL.NS,3.77,LOW,3.573,8.898,13.047
2025-04-30,GMRP&UI.NS,4.94,LOW,-2.468,-4.46,-4.566
2025-04-30,SENCO.NS,4.18,LOW,-2.56,-5.195,-3.755
2025-05-05,KFINTECH.NS,5.16,LOW,-4.538,-2.405,2.467
2025-05-05,IRIS.NS,4.58,LOW,-1.156,-6.767,-4.932
2025-05-05,PVSL.NS,4.09,LOW,-1.516,-5.912,-3.837
2025-05-07,CURAA.NS,7.67,MEDIUM,1.692,5.793,7.915
2025-05-07,ARTEMISMED.NS,6.94,LOW,-0.003,7.386,5.793
2025-05-07,DJML.NS,6.66,LOW,-3.403,-0.354,3.837
2025-05-07,BAJAJHCARE.NS,5.87,LOW,0.241,4.423,4.214
2025-05-07,GRMOVER.NS,5.11,LOW,-2.527,-0.451,-1.439
2025-05-09,PTCIL.NS,10.26,LOW,3.469,13.692,15.84
2025-05-09,AARTECH.NS,9.7,LOW,4.686,15.418,13.344
2025-05-09,BAJEL.NS,9.59,LOW,5.702,18.755,25.505
2025-05-09,SINCLAIR.NS,9.57,LOW,6.132,7.917,9.917
2025-05-09,SHRIRAMPPS.NS,9.52,LOW,6.05,12.331,14.375
2025-05-13,AARTISURF.NS,13.59,MEDIUM,9.691,20.959,13.386
2025-05-13,BYKE.NS,9.93,LOW,2.885,6.444,9.209
2025-05-13,ZENTEC.NS,9.17,LOW,4.698,15.456,22.319
2025-05-13,AVROIND.NS,8.24,LOW,-0.213,9.591,6.492
2025-05-13,MADHUCON.NS,7.74,LOW,-0.3,2.084,1.944
2025-05-15,SOLEX.NS,5.49,LOW,1.696,5.815,10.101
2025-05-19,KPIGREEN.NS,7.77,LOW,-0.804,-4.027,-3.502
2025-05-19,PVSL.NS,3.93,LOW,-1.688,4.739,3.829
2025-05-19,SBGLP.NS,3.4,LOW,4.684,4.9,-0.204
2025-05-21,CURAA.NS,6.05,MEDIUM,1.693,5.808,7.92
2025-05-27,MAANALU.NS,8.35,MEDIUM,-1.265,-5.832,3.842
2025-05-27,VALIANTORG.NS,7.86,LOW,4.692,9.36,10.25
2025-05-27,BIRLAMONEY.NS,7.85,LOW,-1.532,6.783,14.709
2025-05-27,SUVEN.NS,7.45,LOW,3.513,3.683,0.702
2025-05-27,TIL.NS,6.53,LOW,4.698,15.459,19.445
2025-05-29,SOLEX.NS,5.75,MEDIUM,1.7,5.816,10.1
2025-06-04,CURAA.NS,6.11,MEDIUM,1.695,5.811,10.09
2025-06-10,VGL.NS,6.25,LOW,-2.302,-6.187,-9.916
2025-06-10,GAYAHWS.NS,5.11,MEDIUM,1.215,4.245,7.276
2025-06-10,AQYLON.NS,4.76,LOW,4.693,4.432,4.163
2025-06-10,EMKAY.NS,4.57,LOW,-0.3,-2.302,-5.377
2025-06-10,IZMO.NS,4.34,LOW,1.686,4.681,5.044
2025-06-12,SHAH.NS,11.0,MEDIUM,19.647,31.349,11.934
2025-06-12,GUJRAFFIA.NS,6.39,LOW,-0.205,6.69,4.051
2025-06-16,TRU.NS,5.93,MEDIUM,1.646,5.676,9.915
2025-06-18,GICL.NS,7.27,LOW,-2.8,-1.939,-3.046
2025-06-18,CURAA.NS,4.9,MEDIUM,1.694,5.808,10.086
2025-06-18,KOTYARK.NS,4.82,LOW,1.693,-2.338,-5.614
2025-06-24,SUMEETINDS.NS,6.76,LOW,4.688,15.42,27.263
2025-06-24,AQYLON.NS,6.1,LOW,4.694,15.451,27.306
2025-06-24,WSI.NS,5.44,LOW,1.697,5.805,10.075
2025-06-24,MACPOWER.NS,5.0,LOW,1.699,4.821,0.671
2025-06-30,NIRAJISPAT.NS,7.97,MEDIUM,4.69,4.69,27.293
2025-06-30,IRIS.NS,7.96,LOW,4.695,15.441,27.288
2025-06-30,TRU.NS,6.36,MEDIUM,1.645,5.707,9.94
2025-07-02,CURAA.NS,6.48,MEDIUM,1.697,5.812,10.092
2025-07-08,SUMEETINDS.NS,10.65,MEDIUM,4.696,15.449,18.794
2025-07-08,AQYLON.NS,9.39,MEDIUM,4.699,4.436,-5.771
2025-07-08,PNC.NS,6.43,MEDIUM,4.677,6.455,2.189
2025-07-08,AURIGROW.NS,6.38,MEDIUM,3.925,-7.342,-8.751
2025-07-08,KAVDEFENCE.NS,6.23,MEDIUM,-2.31,-6.209,-9.943
2025-07-10,DIGJAMLMTD.NS,5.98,MEDIUM,1.7,5.782,10.031
2025-07-10,TPHQ.NS,5.2,MEDIUM,0.824,3.071,1.947
2025-07-16,CURAA.NS,5.96,MEDIUM,1.699,5.818,10.101
2025-07-16,WAAREEINDO.NS,2.61,LOW,-0.3,4.699,4.699
2025-07-18,TECILCHEM.NS,5.07,LOW,4.669,15.39,18.237
2025-07-22,SOMATEX.NS,10.56,MEDIUM,4.7,0.532,-3.476
2025-07-22,GAYAHWS.NS,5.19,MEDIUM,1.339,4.618,7.897
2025-07-22,GINNIFILA.NS,4.86,LOW,1.683,-0.087,2.962
2025-07-24,DIGJAMLMTD.NS,4.99,MEDIUM,-2.301,-3.225,-5.175
2025-07-30,CURAA.NS,5.52,MEDIUM,1.698,5.817,10.101
2025-08-05,DNAMEDIA.NS,7.95,LOW,19.553,23.72,22.004
2025-08-05,UEL.NS,6.08,LOW,4.688,12.933,12.933
2025-08-05,GAYAHWS.NS,5.25,MEDIUM,1.543,5.23,0.622
2025-08-05,IRISDOREME.NS,3.83,LOW,-1.656,1.365,2.351
2025-08-07,FUSION.NS,3.85,LOW,-3.971,-0.679,-3.951
2025-08-13,GATECH.NS,5.82,LOW,-0.3,8.211,16.721
2025-08-13,CURAA.NS,5.2,MEDIUM,1.697,5.813,10.097
2025-08-13,KOTYARK.NS,4.49,LOW,19.116,71.639,70.802
2025-08-13,ATLASCYCLE.NS,3.43,LOW,-2.96,-1.229,0.757
2025-08-13,WAAREEINDO.NS,2.24,MEDIUM,-0.3,4.697,4.697
2025-08-20,OSWALSEEDS.NS,10.28,MEDIUM,4.655,4.297,-5.972
2025-08-20,ELECTHERM.NS,6.5,LOW,-1.532,8.424,15.769
2025-08-20,BSL.NS,5.54,LOW,4.698,4.426,-0.148
2025-08-20,PIGL.NS,4.92,LOW,1.698,3.847,4.746
2025-08-20,KAVDEFENCE.NS,3.98,LOW,4.687,4.408,-5.829
2025-08-29,BLUEJET.NS,6.55,LOW,-2.711,5.352,11.065
2025-08-29,WAAREEINDO.NS,0.47,MEDIUM,4.689,4.689,4.689
2025-09-04,BOHRAIND.NS,7.79,LOW,-0.84,3.519,5.595
2025-09-04,POKARNA.NS,7.58,LOW,-1.001,5.096,10.029
2025-09-04,NDTV.NS,5.88,LOW,-1.417,2.041,11.482
2025-09-04,KAVDEFENCE.NS,4.58,MEDIUM,4.697,15.373,19.947
2025-09-04,LANDSMILL.NS,4.34,MEDIUM,1.051,5.105,9.159
2025-09-12,WAAREEINDO.NS,1.45,LOW,4.693,4.693,4.693
2025-09-18,TVSELECT.NS,10.32,LOW,-3.989,2.14,22.383
2025-09-18,IZMO.NS,8.24,MEDIUM,4.697,15.452,27.314
2025-09-18,BAFNAPH.NS,6.85,LOW,4.7,15.451,27.304
2025-09-18,TIJARIA.NS,5.65,LOW,-1.092,-0.775,-4.42
2025-09-18,GAYAHWS.NS,5.52,MEDIUM,4.515,14.885,26.367
2025-09-26,CCCL.NS,5.93,LOW,9.648,8.783,5.972
2025-09-26,INNOVANA.NS,4.07,LOW,-0.382,1.997,0.541
2025-09-26,PRUDENT.NS,3.41,LOW,-0.555,3.155,2.799
2025-09-26,WAAREEINDO.NS,0.88,LOW,4.694,9.934,21.224
2025-10-03,GAYAHWS.NS,9.65,MEDIUM,4.55,-5.843,-15.312
2025-10-17,GENCON.NS,6.55,LOW,-3.086,0.228,0.421
2025-10-17,WALCHANNAG.NS,6.49,LOW,3.738,3.428,2.673
2025-10-17,ABCOTS.NS,6.19,LOW,4.905,6.909,9.225
2025-10-17,BALAJITELE.NS,6.13,LOW,4.322,4.564,2.781
2025-10-17,BYKE.NS,6.06,LOW,2.29,3.502,0.265
2025-11-03,SOMATEX.NS,9.35,MEDIUM,4.698,-4.607,-13.939
2025-11-20,SOLEX.NS,7.29,LOW,-0.498,-0.331,-3.783
2025-11-24,VCL.NS,9.44,MEDIUM,4.305,14.174,25.358
2025-11-24,TOLINS.NS,6.35,LOW,-1.101,0.277,0.677
2025-11-24,AERONEU.NS,5.61,LOW,5.668,11.14,6.428
2025-11-24,PVSL.NS,5.15,LOW,1.395,3.81,3.33
2025-11-24,INDOUS.NS,5.09,LOW,-5.508,25.893,7.756
2025-12-04,IXIGO.NS,4.47,LOW,-5.323,7.001,4.601
2025-12-08,VCL.NS,10.59,MEDIUM,4.659,-5.259,-13.936
2025-12-10,VIRINCHI.NS,4.15,LOW,1.743,3.422,2.877
2025-12-12,AXITA.NS,3.98,LOW,3.892,11.49,12.189
2025-12-16,ARVEE.NS,6.83,LOW,19.697,65.453,39.556
2025-12-18,RAYMONDLSL.NS,3.64,LOW,4.537,3.668,-0.932
2025-12-22,ODIGMA.NS,3.82,LOW,0.202,3.118,-0.582
2025-12-29,AXITA.NS,3.39,LOW,0.382,-6.668,-15.69
2025-12-31,TCIFINANCE.NS,10.88,MEDIUM,4.671,15.38,27.222
2025-12-31,MANGALAM.NS,10.13,MEDIUM,4.68,15.403,27.254
2025-12-31,MANAKALUCO.NS,8.0,LOW,0.323,15.83,27.184
2025-12-31,DEVIT.NS,7.92,LOW,5.812,7.674,11.676
2025-12-31,ALLCARGO.NS,6.43,LOW,4.631,12.225,10.449
2026-01-12,KALAMANDIR.NS,5.87,LOW,0.382,-0.358,5.119
2026-01-14,MANGALAM.NS,8.96,MEDIUM,4.681,15.425,4.145
2026-01-14,GENESYS.NS,8.63,LOW,-0.3,-6.39,-13.686
2026-01-14,PKTEA.NS,7.6,LOW,3.438,4.373,5.152
2026-01-14,CROWN.NS,7.56,LOW,0.977,1.905,-0.746
2026-01-14,AQYLON.NS,7.42,LOW,-0.3,7.557,5.722
2026-01-16,PRABHA.NS,4.78,LOW,1.305,-5.134,-3.694
2026-01-20,OLAELEC.NS,7.34,LOW,0.714,-2.173,-1.774
2026-01-20,KRISHIVAL.NS,6.94,LOW,0.713,1.695,-0.585
2026-01-20,XTGLOBAL.NS,6.85,LOW,-4.914,-6.277,-4.704
2026-01-20,YATRA.NS,6.31,LOW,3.818,-1.533,3.343
2026-01-20,RKSWAMY.NS,5.39,LOW,-1.812,5.939,7.942
2026-01-22,HAVISHA.NS,8.92,LOW,2.865,0.966,0.333
2026-01-22,BCONCEPTS.NS,8.02,LOW,2.178,5.932,2.743
2026-01-22,HGM.NS,7.63,LOW,0.333,3.536,6.124
2026-01-22,SPLIL.NS,7.27,LOW,1.584,1.51,2.544
2026-01-22,SPCENET.NS,7.23,LOW,-5.142,2.307,7.707
2026-01-29,UNITECH.NS,7.99,LOW,-2.8,-2.8,14.018
2026-01-29,IZMO.NS,7.13,LOW,-0.007,14.502,18.552
2026-01-29,EPACK.NS,7.0,LOW,2.075,5.676,10.761
2026-01-29,LAXMIDENTL.NS,6.75,LOW,2.25,13.786,12.326
2026-01-29,NILAINFRA.NS,5.11,LOW,-0.056,-0.056,0.8
2026-02-02,DCMSRIND.NS,8.47,LOW,-0.829,-2.342,1.339
2026-02-02,TIPSFILMS.NS,7.45,LOW,9.442,9.958,15.597
2026-02-02,KAMOPAINTS.NS,6.96,LOW,-0.3,1.737,0.07
2026-02-02,CURAA.NS,6.71,MEDIUM,4.681,0.534,0.286
2026-02-02,TREL.NS,6.36,LOW,6.764,3.698,2.765
2026-02-06,COMSYN.NS,4.72,LOW,2.626,7.46,8.567
2026-02-16,ORTINGLOBE.NS,7.92,LOW,4.642,15.38,15.075
2026-02-16,IXIGO.NS,6.49,LOW,0.382,4.908,-4.848
2026-02-16,INDOFARM.NS,6.37,LOW,11.284,6.148,5.822
2026-02-16,PRABHA.NS,4.66,LOW,-2.79,14.11,18.291
2026-02-18,LORDSCHLO.NS,5.97,LOW,-2.789,-7.814,-10.357
2026-02-26,SADBHIN.NS,7.16,LOW,-1.217,-1.829,-3.052
2026-02-26,WEBELSOLAR.NS,7.15,LOW,-2.888,-6.674,-7.484
2026-02-26,RTNINDIA.NS,6.45,LOW,-5.142,-15.093,-15.491
2026-02-26,UGROCAP.NS,6.33,LOW,-4.178,-10.94,-8.775
2026-02-26,RAMCOSYS.NS,6.21,LOW,-1.65,-3.951,-10.645
2026-03-02,JTLIND.NS,9.12,LOW,-4.474,-4.492,-6.086
2026-03-02,SRD.NS,9.02,LOW,1.69,14.579,24.19
2026-03-02,RELIABLE.NS,7.39,LOW,3.021,-0.886,-2.811
2026-03-02,PRIMO.NS,7.16,LOW,-2.304,-2.25,-6.638
2026-03-05,LATENTVIEW.NS,6.52,LOW,-2.748,-2.892,-5.884
