station_shell_m,station_new_m,lat,lon,w_left_m,w_right_m,width_m,centerline_shift_m
310.0,310.22617758435644,25.49085077766073,51.44866336237207,9.018181818182098,9.018181818182098,18.0363636363642,0.3818181818184616
315.0,315.2266244010311,25.49088985548612,51.448638476546655,8.937272727273008,8.917272727273007,17.854545454546013,0.4627272727275523
320.0,320.22701843557587,25.49092892150737,51.44861356929131,8.856363636363916,8.816363636363917,17.672727272727833,0.543636363636643
325.0,325.22735562748306,25.490967975098727,51.44858863952227,8.675454545454825,8.715454545454826,17.390909090909652,0.6245454545457338
330.0,330.227631901362,25.49100701563573,51.4485636861626,8.594545454545734,8.614545454545734,17.20909090909147,0.7054545454548247
335.0,335.22784319540244,25.49104604249546,51.44853870814223,8.513636363636643,8.513636363636643,17.027272727273285,0.7863636363639156
340.0,340.22815421734794,25.49108501090334,51.44851361766796,8.422727272727553,8.42272727272755,16.845454545455105,0.8772727272730065
345.0,345.2283859195365,25.491123964295923,51.44848850047951,8.331818181818461,8.331818181818461,16.663636363636922,0.9681818181820976
350.0,350.2340363253518,25.49116218590882,51.4484619531631,8.079090909091153,8.402727272727587,16.48181818181874,1.2209090909094051
355.0,355.2423502883689,25.49120015989818,51.44843492926332,7.774545454545662,8.525454545454895,16.30000000000056,1.525454545454896
360.0,360.2482497620628,25.491238283988487,51.44840820772264,7.408181818181987,6.891818181818215,14.3000000000002,1.7918181818185683
365.0,365.2525020045815,25.491276513694576,51.44838170063897,7.170000000000133,6.430000000000058,13.600000000000191,2.030000000000422
370.0,370.2557009972657,25.491314804338977,51.44835532024295,6.850000000000097,6.750000000000096,13.600000000000191,2.250000000000458
375.0,375.2539565337498,25.49135396553935,51.44833063780197,6.730000000000096,6.770000000000096,13.500000000000192,2.2700000000004588
380.0,380.2522135003508,25.491393331287497,51.44830635335696,6.760000000000096,6.740000000000096,13.500000000000192,2.240000000000458
385.0,385.25061183876926,25.491432767985277,51.44828220610142,6.810000000000096,6.890000000000098,13.700000000000196,2.1900000000004574
390.0,390.2491167931078,25.49147223077212,51.44825810843185,6.770000000000096,6.530000000000093,13.300000000000187,2.1300000000004564
395.0,395.2479147777447,25.49151176416276,51.44823414554916,6.850000000000097,6.850000000000097,13.700000000000196,2.0500000000004555
400.0,400.2461107482041,25.491551009009427,51.448209626043145,6.770000000000096,6.930000000000098,13.700000000000196,2.030000000000455
405.0,405.24456288374137,25.491589873609552,51.44818437732092,6.610000000000094,7.090000000000101,13.700000000000196,2.090000000000456
410.0,410.2427228607569,25.49162880598358,51.44815926135983,6.5700000000000935,6.730000000000096,13.300000000000187,2.1300000000004564
415.0,415.2406631460534,25.491667851145596,51.44813436311241,7.560000000000107,6.740000000000096,14.300000000000203,2.1400000000004566
420.0,420.2388183485325,25.49170714480977,51.44810993948262,7.810000000000112,7.490000000000107,15.30000000000022,2.090000000000456
425.0,425.2368851076152,25.491746371049818,51.44808538647644,7.350000000000104,7.450000000000106,14.80000000000021,2.0500000000004555
430.0,430.24275243483794,25.491786662741102,51.448062852843854,6.930000000000098,7.270000000000103,14.200000000000202,1.7700000000004514
435.0,435.2423937852056,25.49182620827098,51.44803889687031,7.650000000000109,7.250000000000103,14.900000000000212,1.6500000000004498
440.0,440.2418944229901,25.49186568590387,51.448014808285855,7.0600000000001,7.840000000000112,14.900000000000212,1.540000000000448
445.0,445.2414836794461,25.491905140548315,51.44799067222903,7.670000000000109,7.230000000000103,14.900000000000212,1.4300000000004467
450.0,450.2428798515354,25.491944845842244,51.44796700240308,7.240000000000103,6.860000000000097,14.1000000000002,1.2600000000004443
455.0,455.2415628609021,25.491983887566168,51.44794208288103,6.970000000000099,7.330000000000104,14.300000000000203,1.2300000000004438
460.0,460.2422403281337,25.492023408396044,51.44791805617091,7.110000000000101,7.290000000000104,14.400000000000205,1.0900000000004415
465.0,465.2453810812153,25.49206314174489,51.44789440702429,7.700000000000109,7.5000000000001075,15.200000000000216,0.9000000000004389
470.0,470.2466604729248,25.49210215935841,51.447869390363735,7.630000000000109,7.470000000000106,15.100000000000216,0.8700000000004383
475.0,475.2537017796433,25.492142066634123,51.44784601654904,6.940000000000099,7.260000000000104,14.200000000000202,0.6600000000004355
480.0,480.2644212978423,25.49218239307513,51.44782345173669,7.820000000000111,6.780000000000096,14.600000000000207,0.3800000000004315
485.0,485.2702417518653,25.49222245432077,51.44780042595856,6.510000000000092,6.9900000000001,13.500000000000192,0.1900000000004289
490.0,490.27240059302585,25.492262220242957,51.44777686394137,6.590000000000094,7.610000000000108,14.200000000000202,0.1100000000004279
495.0,495.2745612006839,25.492302443598376,51.44775426365631,6.820000000000097,6.780000000000096,13.600000000000191,-0.0199999999995739
500.0,500.2763439853343,25.492341952189776,51.447730189821904,6.810000000000096,6.790000000000097,13.600000000000191,0.0900000000004276
505.0,505.2885532756342,25.492381169227805,51.44770533578134,6.630000000000094,6.870000000000098,13.500000000000192,0.3700000000004316
510.0,510.3088023708831,25.492420806260224,51.4476811384059,6.630000000000094,6.970000000000099,13.600000000000191,0.6700000000004358
515.0,515.3481456516039,25.49246057879758,51.44765681870715,6.710000000000095,6.890000000000098,13.600000000000191,1.0900000000004415
520.0,520.4176430812976,25.492500565049568,51.447632305378406,6.650000000000095,6.950000000000099,13.600000000000191,1.6500000000004498
525.0,525.5274135506644,25.49254097659141,51.44760781155768,6.660000000000094,6.940000000000099,13.600000000000191,2.3400000000004595
530.0,530.6541190783554,25.49258265265873,51.44758564998234,6.870000000000098,6.630000000000093,13.500000000000192,2.930000000000468
535.0,535.8096475561734,25.492625402379087,51.447565390384696,7.010000000000099,6.090000000000086,13.100000000000186,3.490000000000476
540.0,540.9916995920905,25.492669354057156,51.44754775201213,6.530000000000093,6.570000000000093,13.100000000000186,3.970000000000483
545.0,546.1862134765114,25.49271476028597,51.4475348606675,6.720000000000094,6.480000000000092,13.200000000000186,4.1800000000004855
550.0,551.3955024810398,25.492761284639165,51.447527333297096,6.710000000000095,5.690000000000081,12.400000000000176,4.090000000000485
